,Dim1,Dim2,leiden,file_id,file_name,day,well,polymer,mask,medoid_cell,color_code
61,9.798975,-2.6283283,2,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,3,False,2
62,13.639147,0.46138468,16,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,4,False,2
63,14.678782,5.214196,11,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,5,False,2
64,12.23014,-1.7470071,0,file_108,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A2ROI5_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A2,4-arm PEG,6,False,1
65,4.327831,-2.4328618,7,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,10,False,2
66,9.346763,-2.3430233,2,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,2,False,2
67,9.216978,-2.3674142,2,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,3,False,2
68,13.616889,0.7904408,16,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,4,False,2
69,5.876462,-1.8513498,12,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,6,False,3
70,13.983526,2.502419,26,file_109,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI4_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,9,False,3
71,9.543039,-2.5518932,2,file_10,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241218_112544_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d3_peg_10k/241218_134630_Plate 2/#24B2570319_ZProj/A4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d3,A4,4-arm PEG,1,False,2
72,14.885395,3.8284087,11,file_10,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241218_112544_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d3_peg_10k/241218_134630_Plate 2/#24B2570319_ZProj/A4ROI1_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d3,A4,4-arm PEG,5,False,2
73,-4.491438,3.223898,3,file_110,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,1,False,3
74,-4.446618,3.8484166,4,file_110,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A3ROI2_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A3,4-arm PEG,2,False,1
75,14.156083,1.0908815,16,file_111,"/mnt/z/James/norbornene homopolymerization/same_mechanics/241221_122140_jg_ve_norha_mw_encapsulation_stiff_match_dapi_phal_d7_peg_10k/241221_122140_Plate 1/#24B2570319_ZProj/A4ROI3_-2_2_1_ZProj[Confocal TRITC 556,600]_001_masks_corrected.png",d7,A4,4-arm PEG,1,False,2
